Buyer ID
3301861.0
1205940.0
3342830.0
7251983.0
9940388.0
9139641.0
3621461.0
4238393.0
5467593.0
6927154.0
3278460.0
9164098.0
7787287.0
6386377.0
5162704.0
7030843.0
9461313.0
5950642.0
2328606.0
4982900.0
9751428.0
3583418.0
4471680.0
3595581.0
4923482.0
3231989.0
3243282.0
6218795.0
5056151.0
4813816.0
4769813.0
3288850.0
7183246.0
1715372.0
7878265.0
7984416.0
5427366.0
8252964.0
5071361.0
1124957.0
5586010.0
9635094.0
6538268.0
4565585.0
7307263.0
7994785.0
9755244.0
8871663.0
7357498.0
6390717.0
4484739.0
1650465.0
2518629.0
4678627.0
8761410.0
9029753.0
9208271.0
3374360.0
8046453.0
6115114.0
4221687.0
3244804.0
1682608.0
8139190.0
6401480.0
9727329.0
5846597.0
2047649.0
1087993.0
4219017.0
8071673.0
5554532.0
7817274.0
1543397.0
8951391.0
7816602.0
4362287.0
2356243.0
7292773.0
1911639.0
9679611.0
9439199.0
4151570.0
4760898.0
4218671.0
2885137.0
4579544.0
6552542.0
4921612.0
9856927.0
2457403.0
97805000000000.0
4113567.0
1444144.0
1194702.0
8585221.0
6214517.0
4295377.0
1130391.0
4955191.0
4563489.0
7373135.0
1087743.0
1750222.0
6158341.0
1382078.0
3119309.0
7674676.0
5791168.0
1392959.0
9776647.0
4920113.0
6921916.0
6192785.0
9633632.0
3393018.0
6630929.0
3900705.0
3053574.0
6804800.0
2593250.0
2999115.0
5968578.0
5117854.0
6342613.0
2905440.0
6300796.0
4329728.0
9020480.0
7928920.0
4873101.0
7872966.0
6872575.0
2847956.0
5016938.0
2727506.0
5358703.0
8305380.0
6338007.0
9289382.0
2710554.0
7352739.0
8397805.0
3968925.0
6049136.0
8304613.0
2349463.0
3680012.0
5778184.0
3665925.0
9278871.0
3513823.0
5099964.0
8327168.0
7624215.0
2005827.0
2425397.0
1108865.0
4134368.0
7361615.0
4236502.0
2833972.0
8924116.0
7087980.0
4565884.0
2192242.0
1338471.0
9479867.0
6908505.0
6142407.0
6058458.0
5225645.0
8639097.0
3096801.0
6014872.0
9647700.0
2624118.0
2340103.0
3990485.0
3283767.0
7425599.0
4540439.0
5174302.0
5270488.0
7889401.0
8114379.0
7140674.0
2030081.0
8790940.0
2355378.0
1583773.0
9514523.0
2235902.0
2260022.0
2644878.0
8411347.0
6199907.0
8325158.0
5100487.0
5219506.0
8479020.0
5322230.0
9923556.0
9066865.0
2147385.0
80200300000000.0
3427562.0
6518629.0
9771895.0
7914114.0
5790826.0
5942662.0
3216067.0
4161451.0
6160725.0
5669163.0
8303666.0
2556364.0
6527466.0
1711085.0
6807318.0
8784738.0
4819014.0
6203125.0
